Logan V48.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rawFileName=Z:\home\gibraa\Dropbox\Universita\DISA\Theses\Armend\pm k1 200 a final vm 2022 0401 202208071600.raw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
From=0.0; To=36.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time;Sats;Vel;V(Acc);Dist;StRate;Acc(1);Acc(2);Acc(3);Ac3Dif;Yaw;Pitch;Roll;GyroRaw1;GyroRaw2;GyroRaw3;Gyr0[degrees/s];Gyr1[degrees/s];Gyr2[degrees/s];Mag1;Mag2;Mag3;Stk;Lat;Long;Alt;gps time;Sat#;Status;Az;El;SNR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.19;;5.67;5.65;2121.9;138.7;-0.03;0.28;0.82;0.16;0.44;-0.91;-3.727267;12676;725;-64;96.35;7.43;1.13;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.20;;5.67;5.63;2122.0;138.7;-0.14;0.21;0.83;0.15;0.43;-0.82;-2.693783;13366;606;-104;101.62;6.40;0.80;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.21;;5.67;5.61;2122.0;138.7;-0.23;0.12;0.87;0.15;0.41;-0.75;-1.626606;13817;467;-192;105.06;5.18;0.08;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.22;;5.67;5.56;2122.1;138.7;-0.32;-0.01;0.91;0.14;0.40;-0.69;-0.605462;13223;402;-158;100.52;4.62;0.36;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.23;17;5.83;5.52;2122.1;138.7;-0.33;-0.06;0.97;0.13;0.38;-0.64;0.366273;12585;270;-188;95.66;3.46;0.11;-2048;-2048;-2048;;0.77975053;-1.10933477;22;51589.30;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
27.24;;5.83;5.49;2122.2;138.7;-0.31;-0.16;0.87;0.13;0.36;-0.60;1.266357;11655;151;-149;88.56;2.42;0.43;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.25;;5.83;5.46;2122.2;138.7;-0.30;-0.07;0.98;0.13;0.34;-0.55;2.104156;10848;213;-155;82.40;2.97;0.38;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.26;;5.83;5.43;2122.3;138.7;-0.22;-0.18;1.00;0.12;0.33;-0.50;2.867103;9876;225;-183;74.98;3.07;0.15;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.27;;5.83;5.40;2122.4;138.7;-0.24;-0.17;1.07;0.12;0.31;-0.49;3.569044;9085;-120;-201;68.95;0.06;0.00;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.28;;5.83;5.38;2122.4;138.7;-0.19;-0.33;1.20;0.11;0.28;-0.46;4.188504;8011;-42;-263;60.75;0.74;-0.50;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.29;;5.83;5.36;2122.5;138.7;-0.17;-0.35;1.13;0.10;0.25;-0.46;4.727044;6956;-284;-264;52.70;-1.37;-0.51;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.30;;5.83;5.34;2122.5;138.7;-0.16;-0.33;1.16;0.09;0.23;-0.46;5.180867;5850;-372;-305;44.26;-2.14;-0.85;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.31;;5.83;5.32;2122.6;138.7;-0.17;-0.37;1.25;0.08;0.19;-0.47;5.562318;4905;-421;-343;37.05;-2.57;-1.16;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.32;;5.83;5.29;2122.6;138.7;-0.14;-0.34;1.22;0.08;0.16;-0.48;5.877523;4040;-456;-367;30.45;-2.87;-1.35;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.33;17;5.75;5.27;2122.7;138.7;-0.11;-0.30;1.20;0.08;0.12;-0.49;6.127921;3193;-437;-397;23.99;-2.71;-1.60;-2048;-2048;-2048;;0.77975046;-1.10933485;22;51589.40;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
27.34;;5.75;5.26;2122.8;138.7;-0.04;-0.26;1.20;0.08;0.08;-0.50;6.337877;2665;-445;-470;19.96;-2.78;-2.20;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.35;;5.75;5.26;2122.8;138.7;0.06;-0.24;1.26;0.08;0.03;-0.51;6.518528;2282;-456;-526;17.03;-2.87;-2.65;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.36;;5.75;5.27;2122.9;138.7;0.08;-0.15;1.25;0.08;-0.02;-0.52;6.676594;1987;-432;-566;14.78;-2.66;-2.98;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.37;;5.75;5.27;2122.9;138.7;0.03;-0.18;1.20;0.09;-0.08;-0.53;6.815594;1738;-425;-691;12.88;-2.60;-4.01;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.38;;5.75;5.26;2123.0;138.7;-0.04;-0.16;1.17;0.09;-0.15;-0.55;6.941818;1571;-495;-759;11.61;-3.21;-4.56;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.39;;5.75;5.25;2123.0;142.0;-0.05;-0.05;1.23;0.09;-0.21;-0.55;7.056870;1423;-395;-756;10.48;-2.34;-4.54;-2048;-2048;-2048;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.40;;5.75;5.25;2123.1;142.0;0.01;-0.02;1.24;0.09;-0.29;-0.55;7.185692;1600;-364;-823;11.83;-2.07;-5.09;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.41;;5.75;5.25;2123.2;142.0;0.04;0.05;1.11;0.09;-0.36;-0.55;7.327404;1764;-341;-821;13.08;-1.87;-5.07;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.42;;5.75;5.23;2123.2;142.0;0.02;0.03;1.12;0.09;-0.44;-0.55;7.495281;2102;-252;-905;15.66;-1.09;-5.76;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.43;17;5.64;5.23;2123.3;142.0;0.04;-0.03;1.24;0.09;-0.52;-0.54;7.683104;2359;-207;-941;17.62;-0.70;-6.05;-2048;-2048;-2048;;0.77975039;-1.10933492;22;51589.50;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
27.44;;5.64;5.23;2123.3;142.0;0.03;-0.05;1.20;0.10;-0.60;-0.52;7.867465;2310;-216;-951;17.25;-0.78;-6.13;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.45;;5.64;5.23;2123.4;142.0;0.01;-0.12;1.11;0.11;-0.68;-0.50;8.044155;2209;-103;-916;16.48;0.21;-5.85;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.46;;5.64;5.23;2123.4;142.0;0.02;-0.10;1.20;0.11;-0.76;-0.48;8.216718;2160;-108;-953;16.10;0.16;-6.15;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.47;;5.64;5.23;2123.5;142.0;0.11;-0.03;1.14;0.13;-0.85;-0.45;8.379098;2038;64;-954;15.17;1.66;-6.16;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.48;;5.64;5.25;2123.6;142.0;0.24;0.03;1.05;0.14;-0.93;-0.40;8.571568;2449;184;-1014;18.31;2.71;-6.65;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.49;;5.64;5.28;2123.6;142.0;0.38;-0.01;0.96;0.15;-1.02;-0.36;8.818917;3190;172;-1045;23.96;2.61;-6.90;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.50;;5.64;5.32;2123.7;142.0;0.45;0.04;1.04;0.15;-1.12;-0.31;9.109980;3788;209;-1109;28.53;2.93;-7.43;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.51;;5.64;5.37;2123.7;142.0;0.50;-0.12;1.05;0.16;-1.21;-0.26;9.395366;3741;284;-1116;28.17;3.59;-7.48;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.52;;5.64;5.40;2123.8;142.0;0.44;-0.22;0.92;0.16;-1.31;-0.22;9.655210;3435;126;-1098;25.83;2.21;-7.34;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.53;17;5.47;5.43;2123.8;142.0;0.38;-0.30;0.78;0.16;-1.40;-0.19;9.820609;2225;-35;-1102;16.60;0.80;-7.37;-2048;-2048;-2048;;0.77975033;-1.10933499;22;51589.60;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
27.54;;5.47;5.46;2123.9;142.0;0.31;-0.46;0.82;0.16;-1.49;-0.17;9.853563;514;-110;-1029;3.54;0.15;-6.77;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.55;;5.47;5.48;2123.9;142.0;0.25;-0.39;0.99;0.15;-1.57;-0.16;9.708592;-1798;-160;-931;-14.10;-0.29;-5.97;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.56;;5.47;5.50;2124.0;142.0;0.24;-0.37;0.90;0.15;-1.64;-0.15;9.423533;-3618;-141;-840;-27.99;-0.12;-5.22;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.57;;5.47;5.51;2124.1;142.0;0.21;-0.32;0.86;0.14;-1.71;-0.15;9.013309;-5246;-340;-743;-40.41;-1.86;-4.43;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.58;;5.47;5.52;2124.1;142.0;0.11;-0.16;0.74;0.14;-1.76;-0.16;8.510596;-6449;-475;-666;-49.59;-3.04;-3.80;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.59;;5.47;5.52;2124.2;142.0;0.05;-0.17;0.75;0.14;-1.82;-0.20;7.924333;-7538;-730;-607;-57.90;-5.27;-3.32;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.60;;5.47;5.51;2124.2;142.0;-0.04;-0.08;0.91;0.14;-1.86;-0.24;7.273094;-8387;-747;-502;-64.38;-5.41;-2.46;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.61;;5.47;5.49;2124.3;142.0;-0.13;-0.09;0.99;0.13;-1.90;-0.27;6.582740;-8901;-644;-423;-68.30;-4.52;-1.81;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.62;;5.47;5.48;2124.3;142.0;-0.14;-0.15;0.90;0.13;-1.93;-0.30;5.831984;-9699;-665;-320;-74.39;-4.70;-0.97;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.63;17;5.59;5.45;2124.4;142.0;-0.18;-0.07;0.76;0.13;-1.95;-0.34;5.042641;-10215;-767;-284;-78.33;-5.59;-0.67;-2048;-2048;-2048;;0.77975026;-1.10933507;22;51589.70;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
27.64;;5.59;5.43;2124.4;142.0;-0.14;-0.06;0.82;0.12;-1.97;-0.39;4.213138;-10754;-962;-170;-82.44;-7.29;0.26;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.65;;5.59;5.41;2124.5;142.0;-0.14;0.08;0.95;0.12;-1.98;-0.46;3.391873;-10659;-1024;-86;-81.72;-7.83;0.95;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.66;;5.59;5.39;2124.6;142.0;-0.13;0.12;1.00;0.11;-1.98;-0.53;2.617841;-10052;-1120;-34;-77.09;-8.67;1.37;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.67;;5.59;5.38;2124.6;142.0;-0.10;0.20;0.92;0.11;-1.98;-0.60;1.901178;-9311;-1108;54;-71.43;-8.57;2.09;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.68;;5.59;5.37;2124.7;142.0;-0.06;0.19;0.88;0.10;-1.98;-0.66;1.251070;-8449;-1025;68;-64.85;-7.84;2.21;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.69;;5.59;5.36;2124.7;142.0;-0.10;0.18;1.01;0.10;-1.97;-0.73;0.672471;-7521;-1076;120;-57.77;-8.29;2.63;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.70;;5.59;5.34;2124.8;142.0;-0.15;0.22;1.15;0.09;-1.96;-0.78;0.154276;-6738;-972;170;-51.80;-7.38;3.04;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.71;;5.59;5.31;2124.8;142.0;-0.17;0.18;1.18;0.09;-1.95;-0.84;-0.298753;-5892;-946;171;-45.34;-7.15;3.05;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.72;17;5.45;5.30;2124.9;142.0;-0.15;0.18;1.14;0.08;-1.93;-0.90;-0.704137;-5275;-959;236;-40.63;-7.26;3.58;-2048;-2048;-2048;;0.77975019;-1.10933515;22;51589.80;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
27.73;;5.45;5.27;2124.9;142.0;-0.13;0.14;1.14;0.08;-1.91;-0.96;-1.082624;-4929;-1008;294;-37.99;-7.69;4.05;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.74;;5.45;5.25;2125.0;142.0;-0.13;0.04;1.26;0.08;-1.88;-1.01;-1.453616;-4836;-982;324;-37.28;-7.47;4.30;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.75;;5.45;5.24;2125.1;142.0;-0.12;0.00;1.26;0.09;-1.85;-1.07;-1.823976;-4832;-988;376;-37.25;-7.52;4.73;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.76;;5.45;5.23;2125.1;142.0;-0.07;0.02;1.18;0.09;-1.82;-1.12;-2.211614;-5062;-856;440;-39.01;-6.37;5.25;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.77;;5.45;5.22;2125.2;142.0;-0.02;-0.04;1.20;0.09;-1.78;-1.17;-2.595909;-5020;-928;466;-38.69;-6.99;5.46;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.78;;5.45;5.21;2125.2;142.0;-0.02;0.05;1.30;0.10;-1.74;-1.21;-2.992291;-5177;-802;558;-39.89;-5.89;6.21;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.79;;5.45;5.21;2125.3;137.9;0.01;-0.05;1.28;0.10;-1.69;-1.26;-3.389027;-5177;-814;581;-39.89;-6.00;6.40;-2048;-2048;-2048;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.80;;5.45;5.21;2125.3;137.9;0.03;0.07;1.23;0.10;-1.64;-1.32;-3.773209;-5004;-1030;651;-38.57;-7.88;6.98;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.81;;5.45;5.21;2125.4;137.9;0.07;0.09;1.28;0.09;-1.59;-1.37;-4.134697;-4696;-898;646;-36.22;-6.73;6.93;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.82;17;5.55;5.22;2125.4;137.9;0.10;0.02;1.26;0.09;-1.54;-1.42;-4.472403;-4374;-962;646;-33.76;-7.29;6.93;-2048;-2048;-2048;;0.77975013;-1.10933523;22;51589.90;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
27.83;;5.55;5.22;2125.5;137.9;0.17;0.03;1.20;0.09;-1.48;-1.47;-4.791691;-4125;-808;658;-31.86;-5.95;7.03;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.84;;5.55;5.22;2125.5;137.9;0.14;-0.02;1.24;0.09;-1.43;-1.49;-5.111934;-4134;-644;720;-31.93;-4.52;7.54;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.85;;5.55;5.23;2125.6;137.9;0.10;-0.04;1.27;0.09;-1.36;-1.52;-5.468004;-4607;-584;758;-35.54;-3.99;7.85;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.86;;5.55;5.23;2125.7;137.9;0.07;0.09;1.32;0.10;-1.30;-1.54;-5.827524;-4662;-546;793;-35.96;-3.66;8.14;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.87;;5.55;5.23;2125.7;137.9;0.07;0.02;1.32;0.11;-1.24;-1.56;-6.203026;-4886;-616;782;-37.66;-4.27;8.05;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.88;;5.55;5.24;2125.8;137.9;0.14;0.08;1.32;0.12;-1.17;-1.59;-6.594423;-5112;-707;798;-39.39;-5.07;8.18;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.89;;5.55;5.27;2125.8;137.9;0.28;-0.04;1.22;0.13;-1.10;-1.63;-7.041901;-5869;-742;885;-45.17;-5.37;8.89;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.90;;5.55;5.30;2125.9;137.9;0.34;-0.00;1.09;0.14;-1.03;-1.67;-7.544242;-6614;-785;847;-50.85;-5.75;8.58;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.91;;5.55;5.33;2125.9;137.9;0.38;-0.13;1.15;0.15;-0.96;-1.71;-8.136251;-7821;-788;943;-60.06;-5.77;9.36;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.92;17;5.50;5.36;2126.0;137.9;0.38;-0.10;1.04;0.16;-0.87;-1.73;-8.797291;-8764;-567;1085;-67.26;-3.84;10.53;-2048;-2048;-2048;;0.77975006;-1.10933530;22;51590.00;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
27.93;;5.50;5.39;2126.0;137.9;0.45;0.12;1.01;0.16;-0.78;-1.74;-9.501983;-9380;-483;1119;-71.96;-3.11;10.80;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.94;;5.50;5.42;2126.1;137.9;0.39;0.09;0.94;0.16;-0.69;-1.77;-10.149384;-8674;-653;1086;-66.57;-4.59;10.53;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.95;;5.50;5.45;2126.2;137.9;0.32;0.38;0.89;0.16;-0.60;-1.80;-10.709274;-7569;-701;1109;-58.14;-5.01;10.72;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.96;;5.50;5.47;2126.2;137.9;0.24;0.47;0.83;0.16;-0.52;-1.82;-11.137413;-5879;-608;1074;-45.24;-4.20;10.44;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.97;;5.50;5.50;2126.3;137.9;0.31;0.43;0.85;0.15;-0.44;-1.83;-11.382744;-3514;-456;988;-27.20;-2.87;9.73;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.98;;5.50;5.53;2126.3;137.9;0.38;0.41;0.80;0.15;-0.37;-1.83;-11.466466;-1421;-373;869;-11.22;-2.15;8.76;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.99;;5.50;5.56;2126.4;137.9;0.39;0.18;0.89;0.15;-0.31;-1.81;-11.419720;269;-81;755;1.67;0.40;7.83;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.00;;5.50;5.59;2126.4;137.9;0.34;0.16;0.87;0.16;-0.26;-1.77;-11.287469;1374;112;673;10.11;2.08;7.16;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.01;;5.50;5.61;2126.5;137.9;0.27;0.27;0.77;0.17;-0.21;-1.72;-11.073534;2433;149;573;18.19;2.41;6.34;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
